yearID,teamID,lgID,divID,G,W,R,RA,payroll,log_payroll,payroll_z_by_year,W_pct,pythag_win_pct
2006,CIN,NL,C,162,80,749.0,801.0,60909519,17.924900025884426,-0.33676136067591306,0.49382716049382713,0.4664893289716797
2007,CIN,NL,C,162,72,783.0,853.0,68524980,18.042708908288798,-0.22544216837010575,0.4444444444444444,0.4572909036934492
2008,CIN,NL,C,162,74,704.0,800.0,74117695,18.121164860678768,-0.22572682529699178,0.4567901234567901,0.436429215509468
2009,CIN,NL,C,162,78,673.0,723.0,73558500,18.113591565975355,-0.34877074836412125,0.48148148148148145,0.46422926886265475
2010,CIN,NL,C,162,91,790.0,685.0,71761542,18.08885926377826,-0.38893975902261546,0.5617283950617284,0.5708275215512313
2011,CIN,NL,C,162,79,735.0,720.0,75947134,18.145548050941855,-0.24729698464926203,0.4876543209876543,0.510308182784272
2012,CIN,NL,C,162,97,669.0,588.0,82203616,18.224709849326505,-0.3380916488144809,0.5987654320987654,0.5641726700323331
2013,CIN,NL,C,162,90,698.0,589.0,106404462,18.48275807008275,0.3284544432974985,0.5555555555555556,0.5840899145811479
2014,CIN,NL,C,162,76,595.0,612.0,108217500,18.499653648821656,0.23407769628742064,0.4691358024691358,0.48591828639428797
2015,CIN,NL,C,162,64,640.0,754.0,113072286,18.543537871271397,0.05689256704701337,0.3950617283950617,0.4187642365527197
2016,CIN,NL,C,162,68,716.0,854.0,88940059,18.303473206415166,-0.7187108998180974,0.41975308641975306,0.41277581137094876
1985,CLE,AL,E,162,60,729.0,861.0,6551666,15.695229926414704,-1.5074136942376517,0.37037037037037035,0.4175493925808596
1986,CLE,AL,E,163,84,831.0,841.0,7809500,15.870851499279913,-1.3841393323991618,0.5153374233128835,0.49401935268792896
1987,CLE,AL,E,162,61,742.0,957.0,8513750,15.957193061537666,-0.13823656557254962,0.3765432098765432,0.3754494811488987
1988,CLE,AL,E,162,78,666.0,731.0,8936500,16.00565457161257,-0.6715878920805427,0.48148148148148145,0.45357223568053323
1989,CLE,AL,E,162,73,604.0,654.0,9094500,16.023180393162033,-1.4477478295505277,0.4506172839506173,0.4603170597527923
1990,CLE,AL,E,162,77,732.0,737.0,14487000,16.488762253523788,-0.5875336560849252,0.47530864197530864,0.4965963634611161
1991,CLE,AL,E,162,57,576.0,759.0,17635000,16.68539612165229,-0.8183303218081057,0.35185185185185186,0.3654496247757081
1992,CLE,AL,E,162,76,674.0,746.0,9373044,16.053348468052395,-3.2178372528470276,0.4691358024691358,0.4494257968009244
1993,CLE,AL,E,162,76,790.0,813.0,18561000,16.736573163181234,-1.4910759573467012,0.4691358024691358,0.48565485588711577
1994,CLE,AL,C,113,66,679.0,562.0,30490500,17.232925717649263,-0.1699761107724669,0.584070796460177,0.5934481937481094
1995,CLE,AL,C,144,100,840.0,607.0,37937835,17.451459457058018,0.4884020727815801,0.6944444444444444,0.6569532674952446
1996,CLE,AL,C,161,99,952.0,769.0,48107360,17.688945737923472,1.2255441349059046,0.6149068322981367,0.6051446752110786
1997,CLE,AL,C,161,86,868.0,815.0,56802460,17.85509019261269,1.0301621969047456,0.5341614906832298,0.5314601851375058
1998,CLE,AL,C,162,89,850.0,779.0,60800166,17.923103077195826,0.9984196240626486,0.5493827160493827,0.5435023820073255
1999,CLE,AL,C,162,97,1009.0,860.0,72978462,18.105674914483586,1.046889004419923,0.5987654320987654,0.5792182995663036
2000,CLE,AL,C,162,90,950.0,816.0,75880771,18.144673863759646,0.8927665666143123,0.5555555555555556,0.5754433304683375
2001,CLE,AL,C,162,91,897.0,821.0,93152001,18.349743136262628,1.081574637747336,0.5617283950617284,0.544151083758834
2002,CLE,AL,C,162,74,739.0,837.0,78909449,18.18381153783439,0.617296435497976,0.4567901234567901,0.4380567743384482
2003,CLE,AL,C,162,68,699.0,778.0,48584834,17.698821982557444,-0.7503743321970424,0.41975308641975306,0.44666578296621673
2004,CLE,AL,C,162,80,858.0,857.0,34319300,17.351218436105633,-1.3801671567450404,0.49382716049382713,0.5005830901807613
2005,CLE,AL,C,162,93,790.0,642.0,41502500,17.541264224350368,-1.1857814821598553,0.5740740740740741,0.6022596558405966
2006,CLE,AL,C,162,78,870.0,782.0,56031500,17.8414245905556,-0.5227983379878014,0.48148148148148145,0.5531180394380689
2007,CLE,AL,C,162,96,811.0,704.0,61673267,17.93736112107936,-0.46599740869522,0.5925925925925926,0.5702765106816134
2008,CLE,AL,C,162,81,805.0,761.0,78970066,18.184579427233828,-0.081344914885241,0.5,0.5280748989932739
2009,CLE,AL,C,162,65,773.0,865.0,81579166,18.217084468707533,-0.058638883011037424,0.4012345679012346,0.4440105695394552
2010,CLE,AL,C,162,69,646.0,752.0,61203966,17.92972254930444,-0.7884580517263006,0.42592592592592593,0.4246108137807533
2011,CLE,AL,C,162,80,704.0,760.0,48776566,17.702760550570037,-1.2633656738739816,0.49382716049382713,0.46180452024569146
2012,CLE,AL,C,162,68,667.0,845.0,78430300,18.177720890248473,-0.47794201943975734,0.41975308641975306,0.38388439521828194
2013,CLE,AL,C,162,92,745.0,662.0,75771800,18.143236749729382,-0.3306422287343746,0.5679012345679012,0.5587861898438389
2014,CLE,AL,C,162,85,669.0,653.0,82151899,18.224080518431137,-0.459542151054914,0.5246913580246914,0.5121011018684852
2015,CLE,AL,C,161,81,669.0,640.0,87663766,18.289019213474056,-0.724252773912754,0.5031055900621118,0.5221434479636847
2016,CLE,AL,C,161,94,777.0,676.0,74311900,18.123781658370905,-1.1949594232057963,0.5838509316770186,0.5691771039073069
1993,COL,NL,W,162,67,758.0,967.0,10353500,16.152835184762218,-3.2251701084901883,0.41358024691358025,0.38059342113717526
1994,COL,NL,W,117,53,573.0,638.0,23887333,16.988858876402094,-1.0475934788261776,0.452991452991453,0.4464795416747691
1995,COL,NL,W,144,77,785.0,783.0,34154717,17.346411260357648,0.15723060397697147,0.5347222222222222,0.501275508128924
1996,COL,NL,W,162,83,961.0,964.0,40179823,17.508875512164654,0.6614335633128046,0.5123456790123457,0.49844156222659874
1997,COL,NL,W,162,83,923.0,908.0,43559667,17.589642211371714,0.3653060643317819,0.5123456790123457,0.5081916949068626
1998,COL,NL,W,162,77,826.0,855.0,50484648,17.737179848028223,0.5735005951283726,0.47530864197530864,0.4827534969550011
1999,COL,NL,W,162,72,906.0,1028.0,61935837,17.9416095200472,0.686988271764728,0.4444444444444444,0.4371683301200456
2000,COL,NL,W,162,82,968.0,897.0,61111190,17.92820554976283,0.4105154433354573,0.5061728395061729,0.5380146104259623
2001,COL,NL,W,162,73,923.0,906.0,71541334,18.085785938532112,0.41592806911507657,0.4506172839506173,0.5092938936431597
2002,COL,NL,W,162,73,778.0,898.0,56851043,17.85594512451847,-0.3012630595467997,0.4506172839506173,0.4287661296263764
2003,COL,NL,W,162,74,853.0,892.0,67179667,18.022881185303746,0.05496688951950613,0.4567901234567901,0.4776615879097181
2004,COL,NL,W,162,68,833.0,923.0,65445167,17.996723204965722,0.0998172161415065,0.41975308641975306,0.4488814336487219
2005,COL,NL,W,162,67,740.0,862.0,47839000,17.683351764378145,-0.8336826385401943,0.41358024691358025,0.4242843107781852
2006,COL,NL,W,162,76,813.0,812.0,41233000,17.534749464587556,-1.2062678308643058,0.4691358024691358,0.5006153843823397
2007,COL,NL,W,163,90,860.0,758.0,54041000,17.805253575696312,-0.7676569230540784,0.5521472392638037,0.5627912497983509
2008,COL,NL,W,162,74,747.0,822.0,68655500,18.044611803502235,-0.40002237351951175,0.4567901234567901,0.4523078269877514
2009,COL,NL,W,162,92,804.0,715.0,75201000,18.135675086703994,-0.28686183583565406,0.5679012345679012,0.5583907273498433
2010,COL,NL,W,162,83,770.0,717.0,84227000,18.24902609289363,0.013164672550664043,0.5123456790123457,0.5355970113524163
2011,COL,NL,W,162,73,735.0,774.0,88148071,18.294528583414998,0.09457006042964092,0.4506172839506173,0.47417232144973104
2012,COL,NL,W,162,64,758.0,890.0,78069571,18.173110923012846,-0.49166238352363056,0.3950617283950617,0.42041350324585997
2013,COL,NL,W,162,74,706.0,760.0,74409071,18.125088414414442,-0.3658727332474532,0.4567901234567901,0.4632149853722366
2014,COL,NL,W,162,66,755.0,818.0,95403500,18.373625823376567,-0.08313538222364855,0.4074074074074074,0.4600132833097553
2015,COL,NL,W,162,68,737.0,844.0,95688600,18.37660972707051,-0.45542799619204893,0.41975308641975306,0.4326298979295184
2016,COL,NL,W,162,75,845.0,860.0,112645071,18.53975246889191,-0.09248417359519352,0.46296296296296297,0.49120302691546996
1985,DET,AL,E,161,84,729.0,688.0,10348143,16.15231764128805,0.22355452150246544,0.5217391304347826,0.5289101648611394
1986,DET,AL,E,162,87,798.0,714.0,12335714,16.328009190340097,0.2817434174136508,0.5370370370370371,0.5553846153846154
1987,DET,AL,E,162,98,896.0,735.0,12122881,16.31060521662841,0.4359345269710776,0.6049382716049383,0.5977598599000329
1988,DET,AL,E,162,88,703.0,658.0,12869571,16.37037624568341,0.48909656224725917,0.5432098765432098,0.5330278168152006
1989,DET,AL,E,162,59,617.0,816.0,15146404,16.5332737020094,0.46436837800533703,0.36419753086419754,0.3637578890539824
1990,DET,AL,E,162,79,750.0,754.0,17593238,16.68302518163745,0.23855415986392028,0.4876543209876543,0.4973404443438466
1991,DET,AL,E,162,84,817.0,794.0,23838333,16.98680547321995,0.1805871566554294,0.5185185185185185,0.5142739372459888
1992,DET,AL,E,162,75,791.0,794.0,27322834,17.123233320815462,-0.20274978031233637,0.46296296296296297,0.49810726230120284
1993,DET,AL,E,162,85,899.0,837.0,38150165,17.45704064071815,0.6491967079159002,0.5246913580246914,0.5356687898089172
1994,DET,AL,E,115,53,652.0,671.0,41446501,17.539914021024654,0.9338947200821971,0.4608695652173913,0.4856416612878351
1995,DET,AL,E,144,60,654.0,844.0,37044168,17.427621488409404,0.41325128163380637,0.4166666666666667,0.37517236055899206
1996,DET,AL,E,162,53,783.0,1103.0,23438000,16.969869194800683,-1.027125222567379,0.3271604938271605,0.3350766082708731
1997,DET,AL,E,162,79,784.0,790.0,17272000,16.66459725117678,-1.9516142294902925,0.4876543209876543,0.49618811129875456
1998,DET,AL,C,162,65,722.0,863.0,24065000,16.996269060719346,-1.1198170913152774,0.4012345679012346,0.4117394769413287
1999,DET,AL,C,161,69,747.0,882.0,36489666,17.412539655178083,-0.4736015811186719,0.42857142857142855,0.4176923543321409
2000,DET,AL,C,162,79,823.0,827.0,58265167,17.8805149942001,0.30426975977432313,0.4876543209876543,0.4975757718228286
2001,DET,AL,C,162,66,724.0,876.0,53416167,17.79362401091903,-0.3208451133278743,0.4074074074074074,0.4058497063997423
2002,DET,AL,C,161,55,575.0,864.0,55048000,17.82371608986445,-0.3915568029594587,0.3416149068322981,0.306952515084192
2003,DET,AL,C,162,43,591.0,928.0,49168000,17.7107535633524,-0.7207223618996782,0.2654320987654321,0.2885510940010657
2004,DET,AL,C,162,72,827.0,844.0,46832000,17.662077287913803,-0.6674439282830914,0.4444444444444444,0.48982750409127207
2005,DET,AL,C,162,71,723.0,787.0,69092000,18.050949507795313,0.07723988393488516,0.4382716049382716,0.45769189684247763
2006,DET,AL,C,162,95,822.0,675.0,82612866,18.229675989073318,0.34247557562313574,0.5864197530864198,0.5972585739174708
2007,DET,AL,C,162,88,887.0,797.0,94800369,18.367283859622738,0.5157049168213753,0.5432098765432098,0.5532919637293967
2008,DET,AL,C,162,74,821.0,857.0,137685196,18.740480448841662,1.1843272462560719,0.4567901234567901,0.4785557582943436
2009,DET,AL,C,163,86,743.0,745.0,115085145,18.561182803677443,0.9060059298614298,0.5276073619631901,0.498655916406672
2010,DET,AL,C,162,81,751.0,743.0,122864928,18.626596163590744,0.9610675529116648,0.5,0.5053545988082971
2011,DET,AL,C,162,95,787.0,711.0,105700231,18.47611763626854,0.5112641874217605,0.5864197530864198,0.5506040590635529
2012,DET,AL,C,162,88,726.0,670.0,132300000,18.700582629085183,1.078219457571472,0.5432098765432098,0.540050165167996
2013,DET,AL,C,162,93,796.0,624.0,145989500,18.79904525927818,0.9424477960214448,0.5740740740740741,0.6193753225831679
2014,DET,AL,C,162,90,757.0,705.0,152855500,18.845003588643603,1.1033263498100807,0.5555555555555556,0.535522776929446
2015,DET,AL,C,161,74,689.0,803.0,172284750,18.964659189165502,1.349359525260141,0.45962732919254656,0.4240359793842059
2016,DET,AL,C,161,86,750.0,721.0,194876481,19.08787648505676,1.3602455522767616,0.5341614906832298,0.5197068206785107
1993,FLO,NL,E,162,64,581.0,724.0,19330545,16.777197045303353,-1.3703957223969325,0.3950617283950617,0.39172160415532814
1994,FLO,NL,E,115,51,468.0,576.0,21633000,16.889730484567007,-1.4040400895052747,0.4434782608695652,0.3976470588235294
1995,FLO,NL,E,143,67,673.0,673.0,24515781,17.014827590606107,-0.8881091009629964,0.46853146853146854,0.5
1996,FLO,NL,E,162,80,688.0,703.0,31022500,17.25022330563091,-0.14885277612341177,0.49382716049382713,0.4892176449248775
1997,FLO,NL,E,162,92,740.0,669.0,48692500,17.70103557208619,0.6443082200562195,0.5679012345679012,0.5502627213084114
1998,FLO,NL,E,162,54,667.0,923.0,41322667,17.536921745147293,0.11581986855452106,0.3333333333333333,0.34306201795471686
1999,FLO,NL,E,162,64,691.0,852.0,21085000,16.864072445162797,-1.6767422641369312,0.3950617283950617,0.3967815786302804
2000,FLO,NL,E,161,79,731.0,797.0,19872000,16.80482226371534,-2.092173479427894,0.4906832298136646,0.45688671905059125
2001,FLO,NL,E,162,76,742.0,744.0,35762500,17.392410416340503,-1.3326245033806066,0.4691358024691358,0.49865410741780636
2002,FLO,NL,E,162,79,699.0,763.0,41979917,17.55270189522284,-1.150837569971399,0.4876543209876543,0.45630807736488693
2003,FLO,NL,E,162,91,751.0,692.0,49450000,17.716472616032995,-0.7065095611712384,0.5617283950617284,0.5408188020501216
2004,FLO,NL,E,162,83,718.0,700.0,42143042,17.55658015167984,-0.9093230290157952,0.5123456790123457,0.512691889999642
2005,FLO,NL,E,162,83,717.0,732.0,60408834,17.91664591048849,-0.2555700253396935,0.5123456790123457,0.4896491423575096
2006,FLO,NL,E,162,78,758.0,772.0,14671500,16.501417394380795,-3.5091965205254065,0.48148148148148145,0.4908504392814306
2007,FLO,NL,E,162,71,790.0,891.0,30507000,17.233466723441385,-2.0732972910427536,0.4382716049382716,0.4401328367587436
2008,FLO,NL,E,161,84,770.0,767.0,21811500,16.897947911603787,-3.0107399468821536,0.5217391304347826,0.5019518468255292
2009,FLO,NL,E,162,87,772.0,766.0,36834000,17.421931889637687,-2.2877685616215584,0.5370370370370371,0.5039011109795898
2010,FLO,NL,E,162,80,719.0,717.0,57029719,17.859083075889302,-0.9658009226635162,0.49382716049382713,0.5013927549585374
2011,FLO,NL,E,162,72,625.0,702.0,56944000,17.85757888673211,-0.9081025651365934,0.4444444444444444,0.44216909338498056
1985,HOU,NL,W,162,83,706.0,691.0,9993051,16.117400509403403,0.09132509701688792,0.5123456790123457,0.5107360564474233
1986,HOU,NL,W,162,96,654.0,569.0,9873276,16.10534227123172,-0.5296548960137778,0.5925925925925926,0.5691671202179175
1987,HOU,NL,W,162,76,648.0,678.0,12608371,16.34987151640829,0.4997285247722274,0.4691358024691358,0.47738714034297874
1988,HOU,NL,W,162,82,617.0,631.0,12286167,16.323984553320777,0.3414603783751504,0.5061728395061729,0.48878346279771456
1989,HOU,NL,W,162,86,647.0,669.0,15029500,16.525525494376073,0.4353237441349768,0.5308641975308642,0.4832873454402715
1990,HOU,NL,W,162,75,573.0,656.0,18330000,16.724049619815887,0.4130073551515141,0.46296296296296297,0.43277204036036987
1991,HOU,NL,W,162,65,605.0,717.0,12852500,16.369048902911796,-1.8667542158234482,0.4012345679012346,0.4158836241668693
1992,HOU,NL,W,162,81,608.0,668.0,15407500,16.550364961818534,-1.8171741813704316,0.5,0.4530817955405644
1993,HOU,NL,W,162,85,716.0,630.0,30210500,17.22370010403688,-0.04398152417305782,0.5246913580246914,0.5636332452317394
1994,HOU,NL,C,115,66,602.0,503.0,33126000,17.315829030494235,0.1281282398642372,0.5739130434782609,0.5888793379405375
1995,HOU,NL,C,144,76,747.0,674.0,34169834,17.346853766017045,0.15862563267598595,0.5277777777777778,0.5512370528062749
1996,HOU,NL,C,162,82,753.0,792.0,28487000,17.164958400824347,-0.41596430988516,0.5061728395061729,0.47477335584075
1997,HOU,NL,C,162,84,777.0,660.0,34777500,17.364481183915863,-0.1986450692221552,0.5185185185185185,0.5808834353703206
1998,HOU,NL,C,162,102,874.0,620.0,42374000,17.562045524566372,0.1732391162822511,0.6296296296296297,0.6652372774489757
1999,HOU,NL,C,162,97,823.0,675.0,54914000,17.82127888307793,0.42302593799604876,0.5987654320987654,0.5978433369757289
2000,HOU,NL,C,162,72,938.0,944.0,51289111,17.75298902640182,0.020165633482433467,0.4444444444444444,0.4968119346350608
2001,HOU,NL,C,162,93,847.0,769.0,60612667,17.92001445559921,-0.0021140215727637407,0.5740740740740741,0.5481551380303644
2002,HOU,NL,C,162,84,749.0,695.0,63448417,17.96573780303488,0.006335106174646973,0.5185185185185185,0.5373438975657694
2003,HOU,NL,C,162,87,805.0,677.0,71040000,18.07875365664819,0.19381930892783114,0.5370370370370371,0.5857302454729679
2004,HOU,NL,C,162,92,803.0,698.0,75397000,18.13827804438822,0.4243678009833797,0.5679012345679012,0.5696127164617367
2005,HOU,NL,C,163,89,693.0,609.0,76779000,18.15644172322705,0.338653988627878,0.5460122699386503,0.5642487046632124
2006,HOU,NL,C,162,82,735.0,719.0,88694435,18.30070770574001,0.5007799415709303,0.5061728395061729,0.5110027942102904
2007,HOU,NL,C,162,73,723.0,813.0,87759000,18.290104979153476,0.33947165524943135,0.4506172839506173,0.4416067273916151
2008,HOU,NL,C,161,86,712.0,743.0,88930414,18.30336475671189,0.18910482136014825,0.5341614906832298,0.47870382523774946
2009,HOU,NL,C,162,74,643.0,770.0,102996414,18.450204730053855,0.5948901464243066,0.4567901234567901,0.41084057320074846
2010,HOU,NL,C,162,76,611.0,729.0,92355500,18.34115581887295,0.24445957487548928,0.4691358024691358,0.41261790393495745
2011,HOU,NL,C,162,56,615.0,796.0,70694000,18.07387126163609,-0.4117743949117246,0.345679012345679,0.3737988478426946
2012,HOU,NL,C,162,55,583.0,794.0,60651000,17.920646681264575,-1.2430562954315827,0.3395061728395062,0.3502836678432484
2013,HOU,AL,W,162,51,610.0,848.0,17890700,16.699791582723893,-3.1327340232751237,0.3148148148148148,0.34099948313972456
2014,HOU,AL,W,162,70,629.0,723.0,35116300,17.374175968105995,-2.59875893034205,0.43209876543209874,0.43080784433289415
2015,HOU,AL,W,162,86,729.0,618.0,72256200,18.095728694423865,-1.3174823222469856,0.5308641975308642,0.5818495344139528
2016,HOU,AL,W,162,84,724.0,701.0,94893700,18.368267875707406,-0.5469812558271466,0.5185185185185185,0.5161361472345277
1985,KCA,AL,W,162,91,687.0,639.0,9321179,16.047799680806975,-0.17224974468056606,0.5617283950617284,0.5361517227277375
1986,KCA,AL,W,162,76,654.0,673.0,13043698,16.38381566321609,0.4851022196606736,0.4691358024691358,0.485684924118118
1987,KCA,AL,W,162,83,715.0,691.0,11828056,16.285984894471536,0.3959351181562937,0.5123456790123457,0.5170647290498894
1988,KCA,AL,W,161,84,704.0,648.0,14556562,16.493552446476965,0.8810905444213775,0.5217391304347826,0.541349178608878
1989,KCA,AL,W,162,92,690.0,635.0,18683568,16.743154978949548,1.2511212805411813,0.5679012345679012,0.5414380348562818
1990,KCA,AL,W,161,75,707.0,709.0,23361084,16.966582118957252,1.4443577237358889,0.4658385093167702,0.49858757343919885
1991,KCA,AL,W,162,82,727.0,722.0,26319834,17.08583335741062,0.5087809696835554,0.5061728395061729,0.5034506145380178
1992,KCA,AL,W,162,72,610.0,667.0,33893834,17.33874366790146,0.40458898705359214,0.4444444444444444,0.45545288859458327
1993,KCA,AL,W,162,84,675.0,694.0,41346167,17.53749027864404,0.8881862061951316,0.5185185185185185,0.48612392919368247
1994,KCA,AL,C,115,64,574.0,532.0,40541334,17.51783260421882,0.8544941968443581,0.5565217391304348,0.53792
1995,KCA,AL,C,144,70,629.0,691.0,29532834,17.201013219315058,-0.30114644889839465,0.4861111111111111,0.45313369723818664
1996,KCA,AL,C,161,75,746.0,786.0,20281250,16.825207371868636,-1.4803109909419738,0.4658385093167702,0.4739081266307421
1997,KCA,AL,C,161,67,747.0,820.0,34655000,17.360952573334224,-0.20748302825916615,0.4161490683229814,0.4535150506863978
1998,KCA,AL,C,161,72,714.0,899.0,36862500,17.422705332105668,-0.14521651477040984,0.4472049689440994,0.3867960245736523
1999,KCA,AL,C,161,64,856.0,921.0,26225000,17.082223712246634,-1.1981964920510648,0.39751552795031053,0.46347037306678085
2000,KCA,AL,C,162,77,879.0,930.0,23433000,16.969655843260544,-1.7249549363439516,0.47530864197530864,0.47183001830183185
2001,KCA,AL,C,162,65,729.0,858.0,35422500,17.382857769420518,-1.3567143433179725,0.4012345679012346,0.4192481096240548
2002,KCA,AL,C,162,62,737.0,891.0,47257000,17.67111134907932,-0.8190984111996363,0.38271604938271603,0.40624434389140274
2003,KCA,AL,C,162,83,836.0,867.0,40518000,17.517256877785034,-1.2015939305275973,0.5123456790123457,0.4818028588466033
2004,KCA,AL,C,162,58,720.0,905.0,47609000,17.678532376959357,-0.6297164383919136,0.35802469135802467,0.3876105202160869
2005,KCA,AL,C,162,56,701.0,935.0,36881000,17.423207071252524,-1.4783320258504136,0.345679012345679,0.35983570904478973
2006,KCA,AL,C,162,62,757.0,971.0,47294000,17.671893995521742,-0.9006215782949291,0.38271604938271603,0.3780280891093681
2007,KCA,AL,C,162,69,706.0,778.0,67116500,18.0219404733524,-0.2728656215781836,0.42592592592592593,0.45159641938172723
2008,KCA,AL,C,162,75,691.0,781.0,58245500,17.880177394207017,-0.774405664949212,0.46296296296296297,0.4390864064474243
2009,KCA,AL,C,162,65,686.0,842.0,70519333,18.071397457139515,-0.4670576567440435,0.4012345679012346,0.39895893383973685
2010,KCA,AL,C,162,67,676.0,845.0,71405210,18.083881393835366,-0.4014368757782432,0.41358024691358025,0.3902439024390244
2011,KCA,AL,C,162,71,730.0,762.0,35712000,17.39099732472312,-1.9787717139468082,0.4382716049382716,0.478562140337517
2012,KCA,AL,C,162,72,676.0,746.0,60916225,17.925010117557772,-1.2300696663430348,0.4444444444444444,0.4508925576126896
2013,KCA,AL,C,162,86,648.0,601.0,80091725,18.198683098337366,-0.22300685606968862,0.5308641975308642,0.5375768942715768
2014,KCA,AL,C,162,89,651.0,624.0,74594075,18.127571638427277,-0.7024557998587528,0.5493827160493827,0.5211669784069151
2015,KCA,AL,C,162,95,724.0,641.0,112107025,18.534964553340252,0.030580125293478137,0.5864197530864198,0.5605818682711321
2016,KCA,AL,C,162,81,675.0,712.0,131487125,18.694419496043473,0.31744018901063237,0.5,0.4733426902383102
2005,LAA,AL,W,162,95,761.0,643.0,94867822,18.367995133373896,0.8628921523819837,0.5864197530864198,0.583456078664477
2006,LAA,AL,W,162,89,766.0,732.0,103472000,18.45481160266851,0.8442225730903511,0.5493827160493827,0.5226852429225534
2007,LAA,AL,W,162,94,822.0,731.0,109251333,18.509161593238534,0.8396740595132736,0.5802469135802469,0.5583957621410774
2008,LAA,AL,W,162,100,765.0,697.0,119216333,18.596450325020975,0.8564003114245282,0.6172839506172839,0.5464112250404749
2009,LAA,AL,W,162,97,883.0,761.0,113709000,18.549153111260942,0.8722819062010312,0.5987654320987654,0.5738028127552786
2010,LAA,AL,W,162,80,681.0,702.0,104963866,18.469126715561,0.5657349909830695,0.49382716049382713,0.4848191184080538
2011,LAA,AL,W,162,86,667.0,633.0,138543166,18.74669250290336,1.1321549077965165,0.5308641975308642,0.5261359685327669
2012,LAA,AL,W,162,89,767.0,699.0,154485166,18.85560863674755,1.5396139011499221,0.5493827160493827,0.5462851359006027
2013,LAA,AL,W,162,78,733.0,737.0,124174750,18.63720040566796,0.6282660406932081,0.48148148148148145,0.49727893171229237
2014,LAA,AL,W,162,98,773.0,630.0,121988250,18.619435286583872,0.5355690687637754,0.6049382716049383,0.6008764828861588
2015,LAA,AL,W,162,85,661.0,675.0,120005415,18.603047424728217,0.23953383518699073,0.5246913580246914,0.48952210866442736
2016,LAA,AL,W,162,74,717.0,727.0,137251333,18.737324350510757,0.431153793287531,0.4567901234567901,0.4930751243504332
1985,LAN,NL,W,162,95,682.0,579.0,10967917,16.210484932726654,0.443831132314057,0.5864197530864198,0.581139854941183
1986,LAN,NL,W,162,73,638.0,679.0,14913776,16.517795907528267,0.973326266154903,0.4506172839506173,0.46889878295328224
1987,LAN,NL,W,162,73,635.0,675.0,13675403,16.431109375673557,0.6317116208212807,0.4506172839506173,0.46949409093555333
1988,LAN,NL,W,162,94,628.0,544.0,16850515,16.6398917780938,1.3467985056965073,0.5802469135802469,0.5713060609572372
1989,LAN,NL,W,160,77,554.0,536.0,21071562,16.863434916872176,1.7019980412369191,0.48125,0.516509259321589
1990,LAN,NL,W,162,86,728.0,685.0,21318704,16.875095367421757,1.0553175115962243,0.5308641975308642,0.530403549207423
1991,LAN,NL,W,162,93,665.0,565.0,32790664,17.305654398692045,1.237302095945881,0.5740740740740741,0.5807669577779238
1992,LAN,NL,W,162,63,548.0,636.0,44788166,17.617454510705272,1.1900357278193052,0.3888888888888889,0.4260839954597049
1993,LAN,NL,W,162,81,675.0,662.0,39331999,17.487548969457592,0.7398269502234355,0.5,0.5097223418644119
1994,LAN,NL,W,114,58,532.0,509.0,38000001,17.453096744006448,0.6217165078802903,0.5087719298245614,0.5220833602346409
1995,LAN,NL,W,144,78,634.0,609.0,39273201,17.48605293583726,0.5974603292603669,0.5416666666666666,0.520104498102446
1996,LAN,NL,W,162,90,703.0,652.0,35355000,17.38095038302048,0.260679260825865,0.5555555555555556,0.5375851315058092
1997,LAN,NL,W,162,88,742.0,645.0,45380304,17.63058873627987,0.4678630627518388,0.5432098765432098,0.5695947295075777
1998,LAN,NL,W,162,83,669.0,678.0,48820000,17.70365062292909,0.49687108608946007,0.5123456790123457,0.4933187837904866
1999,LAN,NL,W,162,77,793.0,787.0,80862453,18.208260158100632,1.271924298817135,0.47530864197530864,0.5037974135928179
2000,LAN,NL,W,162,86,798.0,729.0,87924286,18.291986615734054,1.2209519661365815,0.5308641975308642,0.5450945649243095
2001,LAN,NL,W,162,86,758.0,744.0,109105953,18.50783001393432,1.4802377110513012,0.5308641975308642,0.5093200957361936
2002,LAN,NL,W,162,92,713.0,643.0,94850953,18.367817301738153,1.1328120074266759,0.5679012345679012,0.551485217255467
2003,LAN,NL,W,162,85,574.0,556.0,105572620,18.474909615314456,1.1783330059276698,0.5246913580246914,0.5159251626965983
2004,LAN,NL,W,162,93,761.0,684.0,92902001,18.347055742841658,0.9030439409969647,0.5740740740740741,0.5531363153154272
2005,LAN,NL,W,162,71,685.0,755.0,83039000,18.234820934920133,0.5328809405165511,0.4382716049382716,0.4515034880923743
2006,LAN,NL,W,162,88,820.0,751.0,98447187,18.40503078976156,0.7332788933736016,0.5432098765432098,0.5438365061173519
2007,LAN,NL,W,162,82,735.0,727.0,108454524,18.501841509443178,0.8229590950775121,0.5061728395061729,0.5054717923862742
2008,LAN,NL,W,162,84,700.0,648.0,118588536,18.59117037881039,0.8443789610918143,0.5185185185185185,0.5385183491884858
2009,LAN,NL,W,162,95,780.0,611.0,100414592,18.424818093306683,0.5237212828592502,0.5864197530864198,0.6197280082630401
2010,LAN,NL,W,162,80,667.0,692.0,95358016,18.37314895569575,0.32477946487663634,0.49382716049382713,0.4816103438906288
2011,LAN,NL,W,161,82,644.0,612.0,104188999,18.461717105894284,0.47821915338348014,0.5093167701863354,0.5254611798094466
